NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Race Information
NCT04751383,Unknown,ACTIVE_NOT_RECRUITING,2021-08-31,"High Risk Neuroblastoma, Recurrent Neuroblastoma, Recurrent Osteosarcoma, Refractory Neuroblastoma, Resectable Osteosarcoma","Biospecimen Collection, Bone Marrow Aspiration, Bone Marrow Biopsy, Computed Tomography, Dinutuximab, Magnetic Resonance Imaging, Magrolimab, Resection","Los Angeles - United States, Palo Alto - United States, San Francisco - United States, Aurora - United States, Chicago - United States, Boston - United States, Philadelphia - United States, Houston - United States, Seattle - United States, Vancouver - Canada, Toronto - Canada",2024-09-30,2021-02-12,2024-07-11,INTERVENTIONAL,PHASE1,{}
NCT01263405,Unknown,COMPLETED,2010-12,Sarcoma,No interventions listed,Irvine - United States,2014-10,2010-12-20,2022-11-01,OBSERVATIONAL,Not Available,{}
NCT02173093,Unknown,UNKNOWN,2014-11,"Disseminated Neuroblastoma, Recurrent Neuroblastoma","IL-2, GD2Bi-aATC, GM-CSF, laboratory evaluations of immune responses","Detroit - United States, New York - United States, Charlottesville - United States",2019-12,2014-06-24,2019-01-29,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT03742193,PROACH,ACTIVE_NOT_RECRUITING,2019-08-11,"Osteosarcoma, Pulmonary Metastases, Apatinib","Apatinib, GD regimen",Shanghai - China,2023-11-15,2018-11-15,2023-11-01,INTERVENTIONAL,PHASE2,{}
NCT03932071,Unknown,UNKNOWN,2017-01-01,"Lung Metastases, Tumor Necrosis",Zoledronic Acid,Hangzhou - China,2020-01-01,2019-04-30,2019-05-06,INTERVENTIONAL,PHASE4,{}
NCT06438783,Unknown,RECRUITING,2024-02-15,"Osteosarcoma, Other Solid Tumors","1200mg of TQB2928 injection+Anlotinib, 1800mg of TQB2928 injection+Anlotinib","Beijing - China, Beijing - China, Beijing - China, Changsha - China, Tianjin - China",2025-10,2024-06-03,2024-06-03,INTERVENTIONAL,PHASE1,{}
NCT05312411,Unknown,RECRUITING,2022-05-20,Osteosarcoma,"SCRI-E2CAR_EGFRtv1, UB_TT170",Seattle - United States,2025-04-30,2022-04-05,2023-06-29,INTERVENTIONAL,PHASE1,{}
NCT03063983,GLATO2017,UNKNOWN,2017-01-02,Osteosarcoma,"Cyclophosphamide, Methotrexate",Sao Paulo - Brazil,2019-01-02,2017-02-24,2017-03-13,INTERVENTIONAL,PHASE2,{}
NCT05535283,Unknown,NOT_YET_RECRUITING,2024-10,Osteosarcoma,No interventions listed,No locations listed,2025-10,2022-09-10,2024-01-02,OBSERVATIONAL,Not Available,{}
NCT00073983,Unknown,COMPLETED,2006-10,Sarcoma,"filgrastim, pegfilgrastim, docetaxel, gemcitabine hydrochloride, microarray analysis, laboratory biomarker analysis, pharmacokinetic study",No locations listed,2010-01,2003-12-11,2012-03-12,INTERVENTIONAL,PHASE2,{}
NCT06008483,Unknown,RECRUITING,2022-04-05,"Bone Cancer, Bone Tumor, Solid Tumor, Metastatic Cancer to the Bone, Metastatic Tumor to the Bone",153-Sm-DOTMP (Samarium-153-DOTMP),"Chicago - United States, Columbia - United States, New Brunswick - United States, Houston - United States",2024-04-05,2023-08-23,2023-08-23,INTERVENTIONAL,PHASE1,{}
NCT03358628,Unknown,NOT_YET_RECRUITING,2018-02-01,Osteosarcoma,Molecular Profiling & In Vivo drug testing in PDX,No locations listed,2020-01-31,2017-11-30,2017-11-30,OBSERVATIONAL,Not Available,{}
NCT00615628,Unknown,TERMINATED,2002-04,"Osteosarcoma, Paget's Disease",No interventions listed,Syracuse - United States,2009-12,2008-02-14,2013-05-30,OBSERVATIONAL,Not Available,{}
NCT04294511,Unknown,UNKNOWN,2019-12-26,Osteosarcoma,Camrelizumab in Combination With Neoadjuvant Chemotherapy,Guangzhou - China,2021-03-16,2020-03-04,2020-03-04,INTERVENTIONAL,PHASE2,{}
NCT00807261,Unknown,UNKNOWN,2008-09,Sarcoma,Gemcitabine and Docetaxel,No locations listed,2010-09,2008-12-11,2008-12-12,INTERVENTIONAL,PHASE2,{}
NCT01139983,Unknown,COMPLETED,2010-04,Sarcoma,"DNA analysis, RNA analysis, fluorescence in situ hybridization, microarray analysis, polymerase chain reaction, reverse transcriptase-polymerase chain reaction, laboratory biomarker analysis",No locations listed,2016-05,2010-06-09,2016-05-18,OBSERVATIONAL,Not Available,{}
NCT05726383,Unknown,RECRUITING,2024-05-14,Osteogenic Sarcoma Recurrent,Iscador*P,"Hackensack - United States, Houston - United States",2027-05-11,2023-02-13,2024-08-19,INTERVENTIONAL,PHASE2,{}
NCT02893397,Unknown,ACTIVE_NOT_RECRUITING,2016-08-30,Malignant Bone Neoplasm,"Activity Monitor, Exercise Intervention","Houston - United States, Houston - United States",2024-08-30,2016-09-08,2024-03-15,INTERVENTIONAL,NA,{}
NCT01896505,Unknown,COMPLETED,2013-07-30,Sarcoma,KCP-330,"New York - United States, Toronto - Canada",2016-10-21,2013-07-11,2024-01-08,INTERVENTIONAL,PHASE1,{}
NCT01886105,Unknown,TERMINATED,2013-08-19,Metastatic Osteosarcoma,"Sm-EDTMP, Autologous Stem Cell Infusion, External Beam Radiotherapy",Baltimore - United States,2015-12-11,2013-06-25,2019-10-29,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 0, 'Asian': 0, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 1, 'White': 2, 'More than one race': 0, 'Unknown or Not Reported': 1}"
NCT05194605,Unknown,RECRUITING,2021-01-01,Osteosarcoma,Prediction model,Chengdu - China,2024-12-31,2022-01-18,2022-01-31,OBSERVATIONAL,Not Available,{}
NCT00005033,Unknown,COMPLETED,1999-12,Sarcoma,"trastuzumab, conventional surgery","Duarte - United States, Boston - United States, New York - United States, Memphis - United States",Unknown Date,2003-01-27,2013-06-21,INTERVENTIONAL,PHASE2,{}
NCT00335751,Unknown,COMPLETED,2006-01,Sarcoma,positron emission tomography computed tomography (PET/CT),Los Angeles - United States,2008-07,2006-06-12,2020-07-31,INTERVENTIONAL,NA,{}
NCT03336554,Unknown,UNKNOWN,2017-09-01,"Histologic Response (Tumor Necrosis Rate), Objective Response Rate for Neoadjuvant Chemotherapy, ORR, Progression-free Survival, PFS, Overall Survival, OS",No interventions listed,Beijing - China,2018-10-30,2017-11-08,2017-11-13,OBSERVATIONAL,Not Available,{}
NCT03908853,BonemetPAIN,UNKNOWN,2019-02-05,"Pain, Bone Metastases, Metastatic Breast Cancer",No interventions listed,"Copenhagen - Denmark, Herlev - Denmark",2022-02-01,2019-04-09,2021-03-02,OBSERVATIONAL,Not Available,{}
